GEO,SHELTER_ID,SHELTER_NAME,ADDRESS_1,CITY,COUNTY_PARISH,FIPS_CODE,STATE,ZIP,MAIL_ADDR_SAME_AS_PHYS_ADDR,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_COUNTY_PARISH,MAILING_STATE,MAILING_ZIP,FACILITY_USAGE_CODE,EVACUATION_CAPACITY,POST_IMPACT_CAPACITY,ADA_COMPLIANT,WHEELCHAIR_ACCESSIBLE,PET_ACCOMMODATIONS_CODE,PET_ACCOMMODATIONS_DESC,GENERATOR_ONSITE,SELF_SUFFICIENT_ELECTRICITY,LATITUDE,LONGITUDE,IN_100_YR_FLOODPLAIN,IN_500_YR_FLOODPLAIN,IN_SURGE_SLOSH_AREA,PRE_LANDFALL_SHELTER,SHELTER_CODE,ORG_ORGANIZATION_ID,ORG_ORGANIZATION_NAME,ORG_MAIN_PHONE,ORG_FAX,ORG_EMAIL,ORG_HOTLINE_PHONE,ORG_OTHER_PHONE,ORG_ADDRESS,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_POC_NAME,ORG_POC_PHONE,ORG_POC_AFTER_HOURS_PHONE,ORG_POC_EMAIL,ORG_HOURS_OF_OPERATION,POPULATION_CODE,INCIDENT_ID,SHELTER_STATUS_CODE,SHELTER_OPEN_DATE,SHELTER_CLOSED_DATE,REPORTING_PERIOD,GENERAL_POPULATION,MEDICAL_NEEDS_POPULATION,OTHER_POPULATION,OTHER_POPULATION_DESCRIPTION,TOTAL_POPULATION,PET_POPULATION,INCIDENT_NUMBER,INCIDENT_NAME,INCIDENT_CODE,OBJECTID,SCORE,STATUS,MATCH_TYPE,LOC_NAME,GEOX,GEOY,FACILITY_TYPE,SUBFACILITY_CODE,DATA_SOURCE_ID
"{
  ""coordinates"": [
    -9.234291403699996e+01,
    3.469917391300004e+01
  ],
  ""type"": ""Point""
}",239285,Geyer Springs United Methodist Church,5500 GEYER SPRINGS ROAD,LITTLE ROCK,PULASKI, ,AR,72209,YES, , , , , , ,POST,181,90, , , , , , ,34.69917391,-92.34291404, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651887,100,M,A,Street,-92.34291404,34.69917391,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.259240395499995e+01,
    3.456042651000007e+01
  ],
  ""type"": ""Point""
}",239286,RINGGOLD ELEMENTARY SCHOOL,536 RIVER STREET,BENTON,SALINE, ,AR,72015,NO, , , , , , ,EVAC,125,0, , , , , , ,34.56042651,-92.59240396, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651888,100,M,A,Street,-92.59240396,34.56042651,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.676495908299995e+01,
    3.340961806800004e+01
  ],
  ""type"": ""Point""
}",73530,Lakeside Baptist Church,2865 OLD ROCKY RIDGE RD,BIRMINGHAM,JEFFERSON, ,AL,35243,YES,2865 OLD ROCKY RIDGE RD, ,BIRMINGHAM, ,AL,35245,EVAC,329,150, , , , , , ,33.40961807,-86.76495908, , , , ,GENERAL,121209,BIRMINGHAM AREA CHAPTER, , , , , ,950 22ND ST NORTH,BIRMINGHAM,AL,35203, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651911,81,M,A,Street,-86.76495908,33.40961807,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.241450007099996e+01,
    3.470658432600004e+01
  ],
  ""type"": ""Point""
}",239288,Mount Pleasant United Methodist Church,5025 CHURCH ROAD,LITTLE ROCK,PULASKI, ,AR,72210,YES, , , , , , ,EVAC,37,19, , , , , , ,34.70658433,-92.41450007, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651922,100,M,A,Street,-92.41450007,34.70658433,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.250411751099995e+01,
    3.456655089300006e+01
  ],
  ""type"": ""Point""
}",239290,BAUXITE ELEMENTARY / CAFETORIUM,500 PINE HAVEN ROAD,BAUXITE,SALINE, ,AR,72011,NO, , , , , , ,EVAC,250,0, , , , , , ,34.56655089,-92.50411751, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651923,100,M,A,Street,-92.50411751,34.56655089,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.232687912599994e+01,
    3.475648770600003e+01
  ],
  ""type"": ""Point""
}",239291,Pulaski Heights United Methodist Church,4823 WOODLAWN,LITTLE ROCK,PULASKI, ,AR,72205,NO, , , , , , ,POST,310,155, , , , , , ,34.75648771,-92.32687913, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,651924,86,T,A,Street,-92.32687913,34.75648771,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.402152558499995e+01,
    3.341447440700006e+01
  ],
  ""type"": ""Point""
}",238915,SPIRIT AND TRUTH BAPTIST CHURCH,2101 HAYS,TEXARKANA,MILLER, ,AR,71854,NO, , , , , , ,EVAC,0,0, , , , , , ,33.41447441,-94.02152559, , , , ,GENERAL,121876,TEXARKANA AREA CHAPTER, , , , , ,821 SPRUCE STREET,TEXARKANA,TX,75501, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651925,86,M,A,Street,-94.02152559,33.41447441,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.404265065899995e+01,
    3.348945987900004e+01
  ],
  ""type"": ""Point""
}",238917,Sugar Hill United Methodist,1621 Sugar Hill Rd.,TEXARKANA,MILLER, ,AR,71854,YES, , , , , , ,EVAC,55,0, , , , , , ,33.48945988,-94.04265066,NO, ,NO, ,GENERAL,121876,TEXARKANA AREA CHAPTER, , , , , ,821 SPRUCE STREET,TEXARKANA,TX,75501, , , , ,5-Aug,GENERAL,0,CLOSED,2020-09-12 08:00:00.000,, ,0,0,0, ,0,0, , , ,651926,100,M,A,Street,-94.04265066,33.48945988,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.990803561599995e+01,
    3.514370879200004e+01
  ],
  ""type"": ""Point""
}",299045,First Church Of Chris Scientist,458 N. PERKINS,MEMPHIS,SHELBY, ,TN,38117,YES, , , , , , ,EVAC,30,0, , , , , , ,35.14370879,-89.90803562, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,651929,86,M,A,Street,-89.90803562,35.14370879,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.983969613499994e+01,
    3.504943286300005e+01
  ],
  ""type"": ""Point""
}",299590,World Overcomers,6655 Winchester Rd.,MEMPHIS,SHELBY, ,TN,38115,YES, , , , , , ,BOTH,500,250, , , , , , ,35.04943286,-89.83969614, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,475,CLOSED,2020-05-09 11:00:00.000,2011-05-14 00:00:00.000,MIDDAY,0,,,,0,,S TN 04/11 Flood/Tornado ,S TN 04/11 Flood/Tornado ,FLT,652133,100,M,A,Street,-89.83969614,35.04943286,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.992074303699997e+01,
    3.516212690700007e+01
  ],
  ""type"": ""Point""
}",299083,Gaisman,4223 Macon Rd,MEMPHIS,SHELBY, ,TN,38122,YES, , , , , , ,BOTH,300,150, , , , , , ,35.16212691,-89.92074304, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-09-01 08:00:00.000,, ,0,0,0, ,0,0, , , ,652201,100,M,A,Street,-89.92074304,35.16212691,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.004975078099994e+01,
    3.512129768700004e+01
  ],
  ""type"": ""Point""
}",299252,Mason Temple,938 Mason Street,MEMPHIS,SHELBY, ,TN,38126,YES, , , , , , ,EVAC,10,0, , , , , , ,35.12129769,-90.04975078, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652332,100,M,A,Street,-90.04975078,35.12129769,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.405693189299996e+01,
    3.342323380400006e+01
  ],
  ""type"": ""Point""
}",324172,Hardy Memorial Methodist Church,1401 W. SEVENTH,TEXARKANA,BOWIE, ,TX,75501,YES, , , , , , ,EVAC,35,0, , , , , , ,33.4232338,-94.05693189,NO, ,NO, ,GENERAL,121876,TEXARKANA AREA CHAPTER, , , , , ,821 SPRUCE STREET,TEXARKANA,TX,75501, , , , ,5-Aug,GENERAL,0,CLOSED,2020-09-12 08:00:00.000,, ,0,0,0, ,0,0, , , ,652367,86,M,A,Street,-94.05693189,33.4232338,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.223949200499999e+01,
    3.508188040300007e+01
  ],
  ""type"": ""Point""
}",239176,Beryl Baptist Church Vilonia,873 HIGHWAY 64 EAST,VILONIA,FAULKNER, ,AR,72173,NO, , , , , , ,EVAC,0,0, , , , , , ,35.0818804,-92.23949201, , , , ,GENERAL,121380,FAULKNER COUNTY CHAPTER, , , , , ,1301 MUSEUM RD,CONWAY,AR,72032, , , , ,8,GENERAL,0,CLOSED,2014-04-28 00:00:00.000,2014-05-04 00:00:00.000, ,0,0,0, ,0,0, , , ,652515,76,M,A,Street,-92.23949201,35.0818804,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.068469911399995e+01,
    3.005011968900004e+01
  ],
  ""type"": ""Point""
}",115833,SACRED HEART CATECATHICAL CHURCH,616 MAIN ST,GRAMERCY,SAINT JAMES, ,LA,70052,NO, , , , , , ,POST,93,100, , , , , , ,30.05011969,-90.68469911, , , , ,GENERAL,121557,LOUISIANA CAPITAL AREA CHAPTER, , , , , ,10201 Celtic Dr,BATON ROUGE,LA,70809, , , , ,8.00 am-5.00 pm M-F,GENERAL,,CLOSED,,,,,,,,,,,,,652551,87,M,A,Street,-90.68469911,30.05011969,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.246345916199994e+01,
    3.125982473100004e+01
  ],
  ""type"": ""Point""
}",115666,Horseshoe Elementary School,2905 HORSESHOE DRIVE,ALEXANDRIA,RAPIDES, ,LA,71301,NO, , , , , , ,BOTH,120,60, , , , ,NO,NO,31.25982473,-92.46345916, , , , ,GENERAL,121263,Central Louisiana Chapter, , , , , ,1104 Billy Mitchell Blvd.,Alexandria,LA,71303, , , , ,8:30 am - 4:30 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652592,100,M,A,Street,-92.46345916,31.25982473,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.196149357799999e+01,
    3.312962314800006e+01
  ],
  ""type"": ""Point""
}",239129,First United Methodist Church,500 MAIN STREET,CROSSETT,ASHLEY, ,AR,71635,NO, , , , , , ,EVAC,250,250, , , , , , ,33.12962315,-91.96149358, , , , ,GENERAL,121510,JEFFERSON COUNTY CHAPTER (ARKANSAS), , , , , ,"211 West 3rd, Suite 250",PINE BLUFF,AR,71601, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652594,100,M,A,Street,-91.96149358,33.12962315,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.050940326299997e+01,
    3.073730963900005e+01
  ],
  ""type"": ""Point""
}",116282,Greater Refuge Temple Ministries,1005 NW Central Ave,AMITE,TANGIPAHOA, ,LA,70422,YES, , , , , , ,EVAC,0,0, , , , , , ,30.73730964,-90.50940326, , , , ,OTHER,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652595,100,M,A,Street,-90.50940326,30.73730964,SHELTER,OTHER,0
"{
  ""coordinates"": [
    -8.985646849099999e+01,
    3.503982810400004e+01
  ],
  ""type"": ""Point""
}",299142,Hickory Hill Community Center,3910 Ridgeway,MEMPHIS,SHELBY, ,TN,38115,YES, , , , , , ,BOTH,600,300, , , , ,YES,NO,35.0398281,-89.85646849, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-08-30 08:00:00.000,, ,0,0,0, ,0,0, , , ,652818,86,M,A,Street,-89.85646849,35.0398281,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.994793853399995e+01,
    3.515074149000003e+01
  ],
  ""type"": ""Point""
}",299144,HIGHLAND HEIGHTS BAPTIST CHURCH,675 National Street,MEMPHIS,SHELBY, ,TN,38122,NO, , , , , , ,BOTH,191,95, , , , , , ,35.15074149,-89.94793853, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652820,100,M,A,Street,-89.94793853,35.15074149,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.966666657699994e+01,
    3.504301170400004e+01
  ],
  ""type"": ""Point""
}",299463,St. Andrew's Episcopol,106 WALNUT,COLLIERVILLE,SHELBY, ,TN,38017,YES, , , , , , ,BOTH,66,30, , , , , , ,35.0430117,-89.66666658, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652834,86,M,A,Street,-89.66666658,35.0430117,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.990222599599997e+01,
    3.508567554200005e+01
  ],
  ""type"": ""Point""
}",299248,Marion Hale Community Center,4791 Willow,MEMPHIS,SHELBY, ,TN,38117,YES, , , , , , ,BOTH,300,150, , , , , , ,35.08567554,-89.902226, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-08-31 08:00:00.000,, ,0,0,0, ,0,0, , , ,652870,86,M,A,Street,-89.902226,35.08567554,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.401520335099997e+01,
    3.013024028900003e+01
  ],
  ""type"": ""Point""
}",322917,First United Methodist Church - Katie Pittman Building,501 NORTH MAIN,VIDOR,ORANGE, ,TX,77662,NO, , , , , , ,POST,0,150, ,YES, , , , ,30.13024029,-94.01520335, , , , ,GENERAL,121705,ORANGE COUNTY TEXAS, , , , , ,3901 IH 10 East,ORANGE,TX,77630, , , , ,8,GENERAL,7673,CLOSED,,2018-09-14 00:00:00.000,OVERNIGHT,120,,,,120,,72819,Texas 9/18 OST,UNK,652909,86,M,A,Street,-94.01520335,30.13024029,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.388264328299994e+01,
    3.326498010600005e+01
  ],
  ""type"": ""Point""
}",238913,FOUKE SCHOOL GYMNASIUM 1,307 EAST REDCUT ROAD,FOUKE,MILLER, ,AR,71837,NO, , , , , , ,EVAC,0,0, , , , , , ,33.26498011,-93.88264328, , , , ,GENERAL,121876,TEXARKANA AREA CHAPTER, , , , , ,821 SPRUCE STREET,TEXARKANA,TX,75501, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652935,100,M,A,Street,-93.88264328,33.26498011,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.990317028399994e+01,
    3.510146763600005e+01
  ],
  ""type"": ""Point""
}",299573,Church Of Christ at White Station,1106 Colonial Rd.,MEMPHIS,SHELBY, ,TN,38117,YES, , , , , , ,BOTH,250,125, , , , , , ,35.10146764,-89.90317028, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,760,CLOSED,2020-05-06 11:00:00.000,2011-05-06 00:00:00.000,MIDDAY,11,,,,11,,51311,TN 4/11 FLT,UNK,652941,100,M,A,Street,-89.90317028,35.10146764,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.001492903299999e+01,
    3.503190507800008e+01
  ],
  ""type"": ""Point""
}",299574,Whitehaven Community Center,4318 Graceland,MEMPHIS,SHELBY, ,TN,38116,YES, , , , , , ,BOTH,300,150, , , , , , ,35.03190508,-90.01492903, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-08-31 08:00:00.000,, ,0,0,0, ,0,0, , , ,652942,86,M,A,Street,-90.01492903,35.03190508,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.814527450599996e+01,
    3.071967393300002e+01
  ],
  ""type"": ""Point""
}",73400,Forest Hill Elementary School,4501 Moffett Road,MOBILE,MOBILE, ,AL,36618,YES,4501 Moffett Road, ,MOBILE, ,AL,36618,BOTH,238,119, ,YES, , ,NO,NO,30.71967393,-88.14527451,NO, ,NO, ,GENERAL,121128,Alabama Gulf Coast, , , , , ,853 Dauphin,Mobile,AL,36602, , , , ,8 - 4:30,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,652972,100,M,A,Street,-88.14527451,30.71967393,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.992791962599995e+01,
    3.516228878500004e+01
  ],
  ""type"": ""Point""
}",299472,St Stephens United Methodist,3981 MACON RD,MEMPHIS,SHELBY, ,TN,38122,YES, , , , , , ,BOTH,30,15, , , , , , ,35.16228879,-89.92791963, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653045,100,M,A,Street,-89.92791963,35.16228879,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.325158901599997e+01,
    3.389299466600005e+01
  ],
  ""type"": ""Point""
}",239227,GURDON HIGH SCHOOL,7777 HIGHWAY 67 SOUTH,GURDON,CLARK, ,AR,71743,NO, , , , , , ,EVAC,150,0, , , , , , ,33.89299467,-93.25158902, , , , ,GENERAL,121355,DIAMOND VALLEY, , , , , ,405 S 5TH ST,ARKADELPHIA,AR,71923, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653047,100,M,A,Street,-93.25158902,33.89299467,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.994923355799995e+01,
    3.511314983000005e+01
  ],
  ""type"": ""Point""
}",298952,Davis Community Center,3371 Spottswood,MEMPHIS,SHELBY, ,TN,38111,YES, , , , , , ,BOTH,600,300, , , , , , ,35.11314983,-89.94923356, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-08-30 08:00:00.000,, ,0,0,0, ,0,0, , , ,653075,86,M,A,Street,-89.94923356,35.11314983,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.999919988999994e+01,
    3.511468767000008e+01
  ],
  ""type"": ""Point""
}",299093,Glenview Community Center,1141 Barksdale,MEMPHIS,SHELBY, ,TN,38114,YES, , , , , , ,BOTH,300,150, , , , , , ,35.11468767,-89.99919989, , , , ,GENERAL,121612,MID-SOUTH CHAPTER, , , , , ,1400 CENTRAL AVE,MEMPHIS,TN,38104, , , , ,8,GENERAL,0,CLOSED,2020-08-31 08:00:00.000,, ,0,0,0, ,0,0, , , ,653152,74,M,A,Street,-89.99919989,35.11468767,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.195814809999996e+01,
    3.055482820600002e+01
  ],
  ""type"": ""Point""
}",115614,PORT BARRE HIGH SCHOOL,846 SAIZAN AVENUE,PORT BARRE,SAINT LANDRY, ,LA,70577,NO, , , , , , ,POST,0,204, , , , , , ,30.55482821,-91.9581481, , , , ,GENERAL,121122,ACADIANA AREA CHAPTER, , , , , ,101 N. Pat Road,Scott,LA,70583, , , , ,8.00 am-4.00 pm M-T,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653242,100,M,A,Street,-91.9581481,30.55482821,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.125362821599998e+01,
    3.046111884900006e+01
  ],
  ""type"": ""Point""
}",115911,PORT ALLEN HIGH SCHOOL,3553 ROSEDALE RD,PORT ALLEN,WEST BATON ROUGE, ,LA,70767,NO, , , , , , ,POST,552,226, , , , , , ,30.46111885,-91.25362822, , , , ,GENERAL,121557,LOUISIANA CAPITAL AREA CHAPTER, , , , , ,10201 Celtic Dr,BATON ROUGE,LA,70809, , , , ,8.00 am-5.00 pm M-F,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653274,100,M,A,Street,-91.25362822,30.46111885,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.219351866199997e+01,
    3.029816169800006e+01
  ],
  ""type"": ""Point""
}",115618,MIRE ELEMENTARY SCHOOL,5484 MIRE HIGHWAY,RAYNE,ACADIA, ,LA,70578,NO, , , , , , ,POST,0,100, , , , , , ,30.2981617,-92.19351866, , , , ,GENERAL,121122,ACADIANA AREA CHAPTER, , , , , ,101 N. Pat Road,Scott,LA,70583, , , , ,8.00 am-4.00 pm M-T,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653290,100,M,A,Street,-92.19351866,30.2981617,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.764700513599996e+01,
    3.484356905800007e+01
  ],
  ""type"": ""Point""
}",73733,Saint James United Methodist Church,610 COX CREEK PKWY,FLORENCE,LAUDERDALE, ,AL,35630,NO,610 COX CREEK PKWY, ,FLORENCE, ,AL,35630,EVAC,150,0, , , , , , ,34.84356906,-87.64700514, , , , ,GENERAL,121182,ARC OF NORTHWEST ALABAMA, , , , , ,318 SOUTH COURT ST,FLORENCE,AL,35631, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653305,100,M,A,Street,-87.64700514,34.84356906,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.855532038599995e+01,
    3.115615988000008e+01
  ],
  ""type"": ""Point""
}",110691,Leakesville Junior High School,620 Main Street,LEAKESVILLE,GREENE, ,MS,39451,NO, , , , , , ,BOTH,100,50, , , , , , ,31.15615988,-88.55532039, , , , ,GENERAL,121808,SOUTH CENTRAL MISSISSIPPI, , , , , ,606 HUTCHINSON AVE,HATTIESBURG,MS,39401, , , , ,8,GENERAL,0,CLOSED,2018-09-04 00:00:00.000,, ,0,0,0, ,0,0, , , ,653337,100,M,A,Street,-88.55532039,31.15615988,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.099798693599996e+01,
    3.010453766500007e+01
  ],
  ""type"": ""Point""
}",115843,LOWERY MIDDLE SCHOOL,810 MARTIN LUTHER KING JUNIOR,DONALDSONVILLE,ASCENSION, ,LA,70346,NO, , , , , , ,EVAC,394,0, ,YES, , , , ,30.10453767,-90.99798694, , , , ,GENERAL,121557,LOUISIANA CAPITAL AREA CHAPTER, , , , , ,10201 Celtic Dr,BATON ROUGE,LA,70809, , , , ,8.00 am-5.00 pm M-F,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653374,76,M,A,Street,-90.99798694,30.10453767,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.234896647499994e+01,
    3.466931642100008e+01
  ],
  ""type"": ""Point""
}",239276,Southwest Little Rock Community Center,6401 Baseline Rd,LITTLE ROCK,PULASKI, ,AR,72209,NO, , , , , , ,EVAC,330,165, , , , , , ,34.66931642,-92.34896648, , , , ,GENERAL,121172,ARC OF GREATER ARKANSAS, , , , , ,401 SOUTH MONROE,LITTLE ROCK,AR,72205, , , , ,8,GENERAL,0,CLOSED,2017-01-07 00:00:00.000,2017-01-07 00:00:00.000, ,0,0,0, ,0,0, , , ,653429,100,M,A,Street,-92.34896648,34.66931642,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.813807093699995e+01,
    3.445855131100006e+01
  ],
  ""type"": ""Point""
}",73378,FIRST UNITED METHODIST CHURCH,4TH ST,RED BAY,FRANKLIN, ,AL,35582,NO,4TH ST, ,RED BAY, ,AL,35582,EVAC,125,0, , , , , , ,34.45855131,-88.13807094, , , , ,GENERAL,121182,ARC OF NORTHWEST ALABAMA, , , , , ,318 SOUTH COURT ST,FLORENCE,AL,35631, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653545,86,T,A,Street,-88.13807094,34.45855131,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.095570081399995e+01,
    3.057374094700003e+01
  ],
  ""type"": ""Point""
}",115848,Live Oak High School,35086 LA HWY 16,DENHAM SPRINGS,LIVINGSTON, ,LA,70706,NO, , , , , , ,EVAC,120,0, ,YES, , , , ,30.57374095,-90.95570081, , , , ,GENERAL,121557,LOUISIANA CAPITAL AREA CHAPTER, , , , , ,10201 Celtic Dr,BATON ROUGE,LA,70809, , , , ,8.00 am-5.00 pm M-F,GENERAL,0,CLOSED,2019-06-06 00:00:00.000,, ,0,0,0, ,0,0, , , ,653557,100,M,A,Street,-90.95570081,30.57374095,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.422085131899996e+01,
    3.506964063000004e+01
  ],
  ""type"": ""Point""
}",332742,Mansfield High School,2500 AR Hwy 71,MANSFIELD,SCOTT, ,AR,72944,YES,2500 E. Hwy 71, ,MANSFIELD, ,AR,72944,BOTH,1,1, , , , , , ,35.06964063,-94.22085132, , , , ,GENERAL,121685,NORTHWEST ARKANSAS, , , , , ,PO Box 789,TONTITOWN,AR,72770, , , , ,8 am - 5pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,653577,77,M,A,Street,-94.22085132,35.06964063,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.197466864599994e+01,
    3.103459852200007e+01
  ],
  ""type"": ""Point""
}",115735,Avoyelles High School,237 Main Street,MOREAUVILLE,AVOYELLES, ,LA,71355,YES, , , , , , ,BOTH,350,175, , , , , , ,31.03459852,-91.97466865, , , , ,GENERAL,121263,Central Louisiana Chapter, , , , , ,1104 Billy Mitchell Blvd.,Alexandria,LA,71303, , , , ,8:30 am - 4:30 pm,GENERAL,,CLOSED,,,,,,,,,,,,,653709,100,M,A,Street,-91.97466865,31.03459852,SHELTER,GENPOPSHEL,0
