GEO,FID,HLTHCNTYPE,HLTHCNNUM,BHCMIS,BPHCNUM,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,OPHOURS,SETTINGID,SETTNGDESC,STATUSID,STATUSDESC,MEDICRENUM,NPINUM,LOCIDNUM,LOCTYPE,TYPEIDNUM,TYPEDESC,OPIDNUM,OPDESC,OPSCHEDNUM,OPSCHDDESC,OPCLNDRKEY,OPCLNDR,SITEADDED,ADMNAME,ADMSTREET,ADMCITY,ADMSTATE,ADMZIP,ORGTYPE,XCOORD,YCOORD,MX100K,MXBRDRCNTY,FIPS,COUNTYNAME,COUNTYEQIV,COUNTYDESC,HHSRGNCODE,HHSRGNNAME,STATEFIPS,STATENAME,FIPSCNGDST,CNGDISTNUM,CNGDSTNAME,CNGDSTCODE,USREPNAME,SENATOR1,SENATOR2,CREATEDATE,BHCMISID,GRANTNUM,PATIENTS,MALE,FEMALE,UNDER6,OVER64,INDIAN,CHINESE,FILIPINO,JAPANESE,KOREAN,VIETNAMESE,OTHERASIAN,ASIANHISP,ASIANNOHIS,TOTALASIAN,HAWAIIAN,PACISLAND,GUAMANIAN,SAMOAN,HAWPIHISP,HAWPINOHIS,TOTALHAWPI,BLACKHISP,BLACKNOHIS,TOTALBLACK,AIAKHISP,AIAKNOHISP,TOTALAIAK,WHITEHISP,WHITENOHIS,TOTALWHITE,MLTRCEHISP,MLTRCENOHI,TOTALMLTRC,NORCEHISP,NORCENOHIS,NORCENOETH,TOTALNORAC,TOTALHISP,TOTALNOHIS,TOTALNOETH,NONENGLISH,FPL100BLOW,FPL101_150,FPL151_200,FPLOVER200,FPLUNKNOWN,UNINSURED,MEDICAID,MEDICARE,PUBLICINS,PRIVATEINS,MIGSEASAG,HOMELESS,SCHOOLBASE,VETERAN,HIV,TUBERC,SEXTRANSMT,HEPB,HEPC,COVID,ASTHMA,CHRONLWRSP,ACUTERESP,ABNORMBRST,ABNORMCERV,DIABETES,HARTDISEAS,HYPERTENSN,DERMATITIS,DEHYDRATN,EXPOSURE,OBESITY,OTITIS,PERINATAL,NUTRDEFIC,ALCOHOL,SUBSTANCE,TOBACCO,DEPRESSN,ANXIETY,ATTNDEF,MENTLDSORD,FLUVAC,CONTRACPT,EYEEXAM,EMERGSRVCS,ORALEXAMS,ORALSURG,REHAB,FOODINSCUR,HOUSINSCUR,FINCLSTRAN,LACKTRANSP,MOUDOPIOID,LATITUDE,LONGITUDE
"{
  ""coordinates"": [
    -8.935399309999997e+01,
    3.031574409000007e+01
  ],
  ""type"": ""Point""
}",3831,Federally Qualified Health Center (FQHC),H80CS00188,042430,BPS-H80-004067,Bay St. Louis Health Center,109 Hospital Dr,Bay Saint Louis,MS,39520-1604,228-463-9666,www.coastalfamilyhealth.org,45,7,All Other Clinic Types,1,Active,251866,1124016209,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/06/1998,COASTAL FAMILY HEALTH CENTER,1046 Division St,Biloxi,MS,39530-2935,"Corporate Entity, Federal Tax Exempt",-89.3539931,30.31574409,N,N,28045,Hancock County,Hancock,County,04,Region 4,28,Mississippi,2804,4,Mississippi District 04,MS-04,Mike Ezell,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,042430,H80CS00188,36247,15100,21147,2421,4031,0,0,0,0,0,44,618,45,634,679,0,216,0,0,168,65,233,154,10034,10188,20,60,80,847,17649,18496,1624,782,2406,1202,330,2633,4165,4060,29554,2633,3561,9547,1600,549,382,24169,10438,10696,4748,0,10352,306,4005,5809,532,549,0,487,88,483,875,1099,1311,0,583,201,4542,1206,10833,604,54,0,17690,1245,56,163,442,887,2665,4203,3379,1484,2328,3246,1214,3387,844,2609,914,820,6553,2993,6484,297,0,30.31574409,-89.3539931
"{
  ""coordinates"": [
    -9.246147565999995e+01,
    3.126047138000008e+01
  ],
  ""type"": ""Point""
}",14196,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-032654,Horseshoe Drive Elementary,2905 Horseshoe Dr,Alexandria,LA,71301-2518,318-648-0375,www.wchc.org,40,2,School,1,Active,191073,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/23/2021,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.46147566,31.26047138,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.26047138,-92.46147566
"{
  ""coordinates"": [
    -9.208560194999995e+01,
    3.251429421000005e+01
  ],
  ""type"": ""Point""
}",6536,Federally Qualified Health Center (FQHC),H80CS00754,068480,BPS-H80-022294,PHSC School Based Health Center- Carroll Jr. High School,2945 Renwick St,Monroe,LA,71201-8146,318-654-8760 x230, ,40,2,School,1,Active, ,1184111668,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/24/2018,PRIMARY HEALTH SERVICES CENTER,2913 Betin Ave,Monroe,LA,71201-7257,"Corporate Entity, Federal Tax Exempt",-92.08560195,32.51429421,N,N,22073,Ouachita Parish,Ouachita,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,068480,H80CS00754,17960,6866,11094,1147,1213,0,0,0,0,0,0,105,0,98,105,0,0,0,0,0,0,0,56,13633,13689,0,21,26,248,3594,3842,0,155,163,0,51,64,130,339,17557,64,109,13086,2441,759,1125,549,1307,14014,1216,0,1420,0,8690,2442,98,18,0,793,0,53,120,337,192,0,184,151,874,228,3964,152,0,0,8970,258,20,133,81,320,2345,4156,1282,380,1931,1246,1117,0,0,3486,1055,468,184,131,158,240,0,32.51429421,-92.08560195
"{
  ""coordinates"": [
    -9.005019674000000e+01,
    3.512448130000007e+01
  ],
  ""type"": ""Point""
}",3167,Federally Qualified Health Center (FQHC),H80CS00780,041410,BPS-H80-032832,Memphis Health Center Mobile Medical Unit,360 E Eh Crump Blvd,Memphis,TN,38126-5310,901-261-2089, ,12,7,All Other Clinic Types,1,Active, ,0,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/04/2021,MEMPHIS HEALTH CENTER INC,360 E Eh Crump Blvd,Memphis,TN,38126-5310,"Corporate Entity, Federal Tax Exempt",-90.05019674,35.1244813,N,N,47157,Shelby County,Shelby,County,04,Region 4,47,Tennessee,4709,9,Tennessee District 09,TN-09,Steve Cohen,Marsha Blackburn,Bill Hagerty,08/21/2024,041410,H80CS00780,18414,7373,11041,2111,1740,0,0,0,0,0,0,69,35,43,78,0,30,0,0,19,0,31,2200,15012,17212,0,34,44,54,568,622,0,0,16,279,92,40,411,2608,15766,40,202,8545,606,275,215,8773,5383,8304,1879,0,2836,0,740,0,19,195,0,524,0,48,39,778,316,0,265,148,1611,407,5225,389,0,0,7491,218,79,220,250,367,2329,476,217,222,224,1468,923,315,960,2164,870,357,219,946,1075,767,0,35.1244813,-90.05019674
"{
  ""coordinates"": [
    -9.005706369999996e+01,
    2.997427848000006e+01
  ],
  ""type"": ""Point""
}",16137,Federally Qualified Health Center (FQHC),H80CS26583,06E00338,BPS-H80-024531,CrescentCare Elysian Fields,1631 Elysian Fields Ave,New Orleans,LA,70117-8208,504-821-2601,www.crescentcare.org,43.5,7,All Other Clinic Types,1,Active,191010,0,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/15/2018,NO AIDS TASK FORCE,1631 Elysian Fields Ave,New Orleans,LA,70117-8208,"Corporate Entity, Federal Tax Exempt",-90.0570637,29.97427848,N,N,22071,Orleans Parish,Orleans,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E00338,H80CS26583,12826,7320,5506,190,715,0,0,0,0,0,0,148,0,144,152,0,0,0,0,0,0,0,162,5328,5490,26,32,58,775,5022,5797,23,148,171,875,246,30,1151,1872,10924,30,1156,2253,658,405,1093,8417,1342,5753,1201,0,4527,497,762,0,103,2822,20,1078,90,281,60,573,276,0,184,63,840,269,2467,290,0,0,1267,0,0,52,431,1045,982,2238,2511,332,1270,2763,550,0,47,341,99,74,0,0,0,0,344,29.97427848,-90.0570637
"{
  ""coordinates"": [
    -9.015759628999994e+01,
    3.240042859000004e+01
  ],
  ""type"": ""Point""
}",3402,Federally Qualified Health Center (FQHC),H80CS00084,040750,BPS-H80-006785,JACKSON-HINDS TOUGALOO CLINIC,500 W County Line Rd,Tougaloo,MS,39174-9700,601-948-4395,www.jackson-hinds.com,12,7,All Other Clinic Types,1,Active,251894,1235167891,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,09/01/2000,CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC,3502 W Northside Dr,Jackson,MS,39213-4454,"Corporate Entity, Federal Tax Exempt",-90.15759629,32.40042859,N,N,28089,Madison County,Madison,County,04,Region 4,28,Mississippi,2802,2,Mississippi District 02,MS-02,Bennie G. Thompson,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040750,H80CS00084,50003,17448,32555,3399,6228,0,0,0,0,0,0,201,31,189,220,0,18,0,0,0,17,27,218,42542,42760,705,87,792,78,2741,2819,53,172,225,1863,650,647,3160,2958,46398,647,2740,31439,4766,1820,2480,9498,13837,18168,9839,0,8159,136,4955,5088,310,138,0,1616,20,67,525,1642,785,0,560,613,5671,1267,12760,1116,53,0,23581,650,55,251,391,505,3014,1704,1956,181,1529,3702,3478,915,2897,2882,1207,362,3215,8739,951,3246,0,32.40042859,-90.15759629
"{
  ""coordinates"": [
    -9.011396055999995e+01,
    2.996186953000005e+01
  ],
  ""type"": ""Point""
}",16171,Federally Qualified Health Center (FQHC),H80CS24198,06E00523,BPS-H80-012079,Daughters of Charity Health Center - Carrollton,3201 S Carrollton Ave,New Orleans,LA,70118-4307,504-207-3060, ,68.5,7,All Other Clinic Types,1,Active,191904,0,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,10/16/2012,MARILLAC COMMUNITY HEALTH CENTERS,3201 S Carrollton Ave,New Orleans,LA,70118-4307,"Corporate Entity, Federal Tax Exempt",-90.11396056,29.96186953,N,N,22071,Orleans Parish,Orleans,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E00523,H80CS24198,44602,18392,26210,4274,4577,32,0,0,0,0,24,198,18,251,269,21,210,0,0,156,76,232,964,27658,28622,470,45,515,8065,5006,13071,0,22,23,386,392,1092,1870,10060,33450,1092,9011,10643,494,140,579,32746,7176,28411,3896,0,5119,1558,360,1689,104,225,76,530,38,226,506,2832,1105,0,679,297,5270,1152,11726,1982,99,0,23748,929,153,400,420,1069,3731,5505,4012,1259,3665,5659,211,0,1470,3294,1293,1495,360,62,6,76,114,29.96186953,-90.11396056
"{
  ""coordinates"": [
    -9.007650643999996e+01,
    2.992921971000004e+01
  ],
  ""type"": ""Point""
}",14179,Federally Qualified Health Center (FQHC),H80CS12863,06E00020,BPS-H80-018670,"Herschel L. Abbott, Jr. Community Health Center",1024 Jackson Ave,New Orleans,LA,70130-5546,504-529-5558,www.stthomaschc.org,40,7,All Other Clinic Types,1,Active,191963,1598216186,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,10/04/2016,"ST. THOMAS COMMUNITY HEALTH CENTER, INC.",1020 Saint Andrew St,New Orleans,LA,70130-5022,"Corporate Entity, Federal Tax Exempt",-90.07650644,29.92921971,N,N,22071,Orleans Parish,Orleans,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E00020,H80CS12863,20619,7559,13060,523,2397,16,0,0,0,0,0,84,23,104,127,0,22,0,0,18,0,26,139,13149,13288,0,33,41,678,2761,3439,0,183,192,1780,652,1074,3506,2655,16890,1074,3614,9450,1136,460,527,9046,4643,10247,2655,0,3074,0,941,0,0,210,30,581,26,134,397,866,516,0,451,157,3033,1611,7148,549,41,0,2222,98,0,36,289,326,1312,1759,1683,270,1034,1254,1459,799,0,0,0,0,0,0,0,0,27,29.92921971,-90.07650644
"{
  ""coordinates"": [
    -9.282745033999998e+01,
    3.437691868000007e+01
  ],
  ""type"": ""Point""
}",13128,Federally Qualified Health Center (FQHC),H80CS00279,0612200,BPS-H80-030023,Healthy Connections-Malvern,900 Martin Luther King Blvd STE 200,Malvern,AR,72104-2217,501-332-7575, ,50,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/25/2019,"HEALTHY CONNECTIONS, INC.",136 Health Park Dr,Mena,AR,71953-9072,"Corporate Entity, Federal Tax Exempt",-92.82745034,34.37691868,N,N,05059,Hot Spring County,Hot Spring,County,06,Region 6,05,Arkansas,0504,4,Arkansas District 04,AR-04,Bruce Westerman,John Boozman,Tom Cotton,08/21/2024,0612200,H80CS00279,19662,8511,11151,794,3190,90,0,0,0,0,0,0,0,86,90,74,0,0,0,0,63,74,33,1973,2006,0,81,94,2055,14292,16347,0,0,0,175,532,341,1048,2292,17029,341,1440,7699,2209,1156,2450,6148,3790,7171,4055,0,4646,0,0,0,221,188,0,146,0,222,439,579,866,246,179,39,2198,922,4672,205,51,0,3404,769,39,1376,85,670,1026,3515,3769,997,1789,534,408,0,742,850,497,314,0,0,0,0,539,34.37691868,-92.82745034
"{
  ""coordinates"": [
    -9.225259158999994e+01,
    3.467344476000005e+01
  ],
  ""type"": ""Point""
}",7054,Federally Qualified Health Center (FQHC),H80CS00638,062730,BPS-H80-038705,PCSSD SBHC-Mills,1205 E Dixon Rd,Little Rock,AR,72206-4171,501-234-2020,www.mainlinehealth.net,42,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,05/17/2024,MAINLINE HEALTH SYSTEMS INC,233 N Main St,Portland,AR,71663-9230,"Corporate Entity, Federal Tax Exempt",-92.25259159,34.67344476,N,N,05119,Pulaski County,Pulaski,County,06,Region 6,05,Arkansas,0504,4,Arkansas District 04,AR-04,Bruce Westerman,John Boozman,Tom Cotton,08/21/2024,062730,H80CS00638,30618,13827,16791,1601,5523,0,0,0,0,0,0,119,0,126,126,0,0,0,0,0,0,0,0,7693,7697,0,25,25,1697,20121,21818,24,96,120,479,270,70,819,2204,28344,70,913,7441,873,518,425,21361,3020,10089,5014,0,12495,508,84,3074,764,24,0,278,0,38,1425,1406,1836,132,392,134,3896,2529,10003,943,161,29,10669,1369,25,182,186,448,3118,5230,5679,1388,3115,3082,1239,0,684,876,365,203,24,304,295,240,0,34.67344476,-92.25259159
"{
  ""coordinates"": [
    -9.142932733999999e+01,
    3.352532737000007e+01
  ],
  ""type"": ""Point""
}",6994,Federally Qualified Health Center (FQHC),H80CS00638,062730,BPS-H80-018879,Dermott School Clinic,525 E Speedway St,Dermott,AR,71638-2322,870-538-3355,www.mainlinehealth.net,17.5,2,School,1,Active,041922,1477004471,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/02/2016,MAINLINE HEALTH SYSTEMS INC,233 N Main St,Portland,AR,71663-9230,"Corporate Entity, Federal Tax Exempt",-91.42932734,33.52532737,N,N,05017,Chicot County,Chicot,County,06,Region 6,05,Arkansas,0501,1,Arkansas District 01,AR-01,Eric A. “Rick” Crawford,John Boozman,Tom Cotton,08/21/2024,062730,H80CS00638,30618,13827,16791,1601,5523,0,0,0,0,0,0,119,0,126,126,0,0,0,0,0,0,0,0,7693,7697,0,25,25,1697,20121,21818,24,96,120,479,270,70,819,2204,28344,70,913,7441,873,518,425,21361,3020,10089,5014,0,12495,508,84,3074,764,24,0,278,0,38,1425,1406,1836,132,392,134,3896,2529,10003,943,161,29,10669,1369,25,182,186,448,3118,5230,5679,1388,3115,3082,1239,0,684,876,365,203,24,304,295,240,0,33.52532737,-91.42932734
"{
  ""coordinates"": [
    -9.005826565999995e+01,
    2.990750966000008e+01
  ],
  ""type"": ""Point""
}",13363,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-031260,Douglass Community School SBHC,1400 Huey P Long Ave,Gretna,LA,70053-6436,504-575-3700,accesshealthla.org,35,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/02/2020,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-90.05826566,29.90750966,N,N,22051,Jefferson Parish,Jefferson,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,29.90750966,-90.05826566
"{
  ""coordinates"": [
    -9.110902867000000e+01,
    3.040341817000007e+01
  ],
  ""type"": ""Point""
}",6453,Federally Qualified Health Center (FQHC),H80CS00504,067570,BPS-H80-036838,CareSouth Urology,7777 Hennessy Blvd,Baton Rouge,LA,70808-4300,225-767-0394, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/27/2023,CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED,3140 Florida St,Baton Rouge,LA,70806-3757,"Corporate Entity, Federal Tax Exempt",-91.10902867,30.40341817,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,067570,H80CS00504,17988,7326,10662,617,2046,0,0,0,0,0,0,92,0,97,104,0,38,0,0,33,18,51,118,12422,12540,0,25,37,156,3463,3619,0,0,0,390,166,1070,1626,719,16199,1070,399,5367,1750,755,1592,8524,3324,10338,2190,0,2136,0,38,1066,33,605,0,302,55,232,126,356,203,0,211,85,1162,365,3212,182,16,0,6931,57,36,69,318,624,2076,2710,3077,1361,2431,739,605,0,1322,2743,1332,723,9,101,4,8,0,30.40341817,-91.10902867
"{
  ""coordinates"": [
    -9.316520875999998e+01,
    3.528939189000004e+01
  ],
  ""type"": ""Point""
}",13197,Federally Qualified Health Center (FQHC),H80CS00279,0612200,BPS-H80-033921,Healthy Connections - Russellville,3312 W Main St,Russellville,AR,72801-2304,479-437-3449, ,32,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/29/2021,"HEALTHY CONNECTIONS, INC.",136 Health Park Dr,Mena,AR,71953-9072,"Corporate Entity, Federal Tax Exempt",-93.16520876,35.28939189,N,N,05115,Pope County,Pope,County,06,Region 6,05,Arkansas,0504,4,Arkansas District 04,AR-04,Bruce Westerman,John Boozman,Tom Cotton,08/21/2024,0612200,H80CS00279,19662,8511,11151,794,3190,90,0,0,0,0,0,0,0,86,90,74,0,0,0,0,63,74,33,1973,2006,0,81,94,2055,14292,16347,0,0,0,175,532,341,1048,2292,17029,341,1440,7699,2209,1156,2450,6148,3790,7171,4055,0,4646,0,0,0,221,188,0,146,0,222,439,579,866,246,179,39,2198,922,4672,205,51,0,3404,769,39,1376,85,670,1026,3515,3769,997,1789,534,408,0,742,850,497,314,0,0,0,0,539,35.28939189,-93.16520876
"{
  ""coordinates"": [
    -9.019742293999995e+01,
    3.519515868000008e+01
  ],
  ""type"": ""Point""
}",7744,Federally Qualified Health Center (FQHC),H80CS00123,060140,BPS-H80-022179,Marion School District School Based Health Center,1 Patriot Dr,Marion,AR,72364-2408,870-739-5100,eafhc.org,40,2,School,1,Active,041941,1437638038,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,05/31/2018,"EAST ARKANSAS FAMILY HEALTH CENTER, INC.",900 N 7th St,West Memphis,AR,72301,"Corporate Entity, Federal Tax Exempt",-90.19742294,35.19515868,N,N,05035,Crittenden County,Crittenden,County,06,Region 6,05,Arkansas,0501,1,Arkansas District 01,AR-01,Eric A. “Rick” Crawford,John Boozman,Tom Cotton,08/21/2024,060140,H80CS00123,20366,8080,12286,594,4410,0,0,0,0,0,0,77,0,82,86,0,113,0,0,89,30,119,81,13371,13452,39,0,48,130,5818,5948,20,101,121,387,187,18,592,750,19598,18,304,12668,3214,1506,2390,588,4099,6626,5212,0,4429,140,0,980,334,238,0,195,0,85,375,741,1135,0,284,40,3197,1546,7613,678,23,0,6436,116,0,148,320,434,1705,2476,2098,226,1465,0,688,1423,2089,2442,1969,552,201,483,375,444,0,35.19515868,-90.19742294
"{
  ""coordinates"": [
    -9.001975490999997e+01,
    3.034741057000008e+01
  ],
  ""type"": ""Point""
}",16294,Federally Qualified Health Center (FQHC),H80CS28964,06E01206,BPS-H80-031354,Start Community Health Center - Mandeville,23251 S Robin Rd,Mandeville,LA,70448,985-898-2445, ,32,7,All Other Clinic Types,1,Active, ,1346712957,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/21/2020,START CORP,420 Magnolia St,Houma,LA,70360-6304,"Corporate Entity, Federal Tax Exempt",-90.01975491,30.34741057,N,N,22103,St. Tammany Parish,St. Tammany,Parish,06,Region 6,22,Louisiana,2201,1,Louisiana District 01,LA-01,Steve Scalise,Bill Cassidy,John Kennedy,08/21/2024,06E01206,H80CS28964,23501,10785,12716,126,2280,0,0,0,0,0,0,86,0,85,89,0,0,0,0,0,0,0,109,9168,9277,29,593,622,382,10890,11272,262,122,384,79,226,1542,1847,870,21089,1542,220,13958,2208,1289,1812,4234,2429,15759,1376,0,3937,58,11990,0,207,35,0,117,18,222,143,411,367,0,98,0,1066,361,2641,168,19,0,4794,0,0,27,469,1445,1507,6594,5506,2307,3130,372,131,0,69,562,259,56,749,2810,4935,934,369,30.34741057,-90.01975491
"{
  ""coordinates"": [
    -9.001895830999995e+01,
    2.992342233000005e+01
  ],
  ""type"": ""Point""
}",16217,Federally Qualified Health Center (FQHC),H80CS26580,06E01048,BPS-H80-032185,Common Ground Health Clinic-Algiers,3737 General Degaulle Dr,New Orleans,LA,70114-8205,504-361-9800, ,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,03/22/2021,COMMON GROUND HEALTH CLINIC,441 Wall Blvd,Gretna,LA,70056-7723,"Corporate Entity, Federal Tax Exempt",-90.01895831,29.92342233,N,N,22071,Orleans Parish,Orleans,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E01048,H80CS26580,2569,993,1576,0,168,0,0,0,0,0,0,20,0,22,22,0,0,0,0,0,0,0,99,1014,1113,0,0,0,640,340,980,0,0,24,349,23,46,418,1105,1418,46,952,1648,177,66,185,493,1187,1010,116,0,249,0,0,0,0,0,0,55,0,0,51,51,16,0,62,49,277,38,620,20,0,0,515,0,0,0,31,19,129,207,171,29,139,59,122,0,0,0,0,0,0,0,0,0,0,29.92342233,-90.01895831
"{
  ""coordinates"": [
    -9.010467977999997e+01,
    2.985555971000008e+01
  ],
  ""type"": ""Point""
}",13340,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-030169,Fisher Middle High SBHC,2590 Barataria Blvd,Marrero,LA,70072-5304,504-575-3700,www.accesshealthla.org,35,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/06/2020,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-90.10467978,29.85555971,N,N,22051,Jefferson Parish,Jefferson,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,29.85555971,-90.10467978
"{
  ""coordinates"": [
    -9.310951135000001e+01,
    3.174602309000005e+01
  ],
  ""type"": ""Point""
}",13506,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-036285,Natchitoches Central High SBHC,6513 LA-1 N,Natchitoches,LA,71457,504-575-3700,http://accesshealthla.org,35,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,02/07/2023,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-93.10951135,31.74602309,N,N,22069,Natchitoches Parish,Natchitoches,Parish,06,Region 6,22,Louisiana,2204,4,Louisiana District 04,LA-04,Mike Johnson,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,31.74602309,-93.10951135
