GEO,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_RES,TOT_STAFF,BEDS,EXCESS_BED,OWNERSHIP,MEDICAIDID,MEDICAREID,STATE_LIC,SOURCETYPE
"{
  ""coordinates"": [
    -8.752797731699999e+01,
    3.491345787600010e+01
  ],
  ""type"": ""Point""
}",727,01288,LAUDERDALE CHRISTIAN NURSING HOME,2019 COUNTY ROAD 394,KILLEN,AL,35645,NOT AVAILABLE,(256) 757-2103,NURSING HOME,OPEN,58,LAUDERDALE,01077,USA,34.913457876,-87.527977317,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,58,-999,58,-999,NON-PROFIT CORPORATION,47-5361,01-5361,N3902,NURSING HOME
"{
  ""coordinates"": [
    -8.773632899300000e+01,
    3.451470288600010e+01
  ],
  ""type"": ""Point""
}",728,0167,"BURNS NURSING HOME, INC.","701 MONROE STREET, NORTHWEST",RUSSELLVILLE,AL,35653,NOT AVAILABLE,(256) 332-4110,NURSING HOME,OPEN,57,FRANKLIN,01059,USA,34.514702886,-87.736328993,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,57,-999,57,-999,CORPORATION,47-5009,01-5009,N3001,NURSING HOME
"{
  ""coordinates"": [
    -8.684785949799991e+01,
    3.419198454600010e+01
  ],
  ""type"": ""Point""
}",729,01138,CULLMAN HEALTH CARE CENTER,"1607 MAIN AVENUE, N.E.",CULLMAN,AL,35056,NOT AVAILABLE,(256) 734-8745,NURSING HOME,OPEN,95,CULLMAN,01043,USA,34.191984546,-86.847859498,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,95,-999,95,-999,CORPORATION,47-5503,01-5048,N2201,NURSING HOME
"{
  ""coordinates"": [
    -8.727942922400000e+01,
    3.385094751400000e+01
  ],
  ""type"": ""Point""
}",731,01417,"RIDGEWOOD HEALTH SERVICES, INC.",201 OAKHILL ROAD,JASPER,AL,35504,NOT AVAILABLE,(205) 221-9111,NURSING HOME,OPEN,98,WALKER,01127,USA,33.850947514,-87.279429224,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,98,-999,98,-999,CORPORATION,47-5501,01-5315,N6402,NURSING HOME
"{
  ""coordinates"": [
    -8.813441140099999e+01,
    3.069906996000000e+01
  ],
  ""type"": ""Point""
}",732,01453,SPRING HILL MANOR NURSING HOME,3900 OLD SHELL ROAD,MOBILE,AL,36608,NOT AVAILABLE,(251) 342-5623,NURSING HOME,OPEN,34,MOBILE,01097,USA,30.69906996,-88.134411401,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,34,-999,34,-999,CORPORATION,47-5232,01-5415,N4911,NURSING HOME
"{
  ""coordinates"": [
    -8.727947399999989e+01,
    3.382613900000000e+01
  ],
  ""type"": ""Point""
}",733,01436,SHADESCREST HEALTH CARE CENTER,"331 25TH STREET, WEST",JASPER,AL,35501,NOT AVAILABLE,(205) 384-9086,NURSING HOME,OPEN,107,WALKER,01127,USA,33.826139,-87.279474,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,107,-999,107,-999,CORPORATION,47-5401,01-5114,N6405,NURSING HOME
"{
  ""coordinates"": [
    -8.823511300000000e+01,
    3.145923620000010e+01
  ],
  ""type"": ""Point""
}",735,01494,WASHINGTON COUNTY NURSING HOME,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,NOT AVAILABLE,(251) 847-2223,NURSING HOME,OPEN,88,WASHINGTON,01129,USA,31.4592362,-88.235113,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,http://www.washingtoncountyhospital.net/,88,-999,88,-999,COUNTY,47-5442,01-5123,N6501,NURSING HOME
"{
  ""coordinates"": [
    -8.757972954600000e+01,
    3.323948252000000e+01
  ],
  ""type"": ""Point""
}",736,01389,"PARK MANOR HEALTH AND REHABILITATION, LLC",2201 MCFARLAND BOULEVARD,NORTHPORT,AL,35476,NOT AVAILABLE,(205) 343-7335,NURSING HOME,OPEN,152,TUSCALOOSA,01125,USA,33.23948252,-87.579729546,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,152,-999,152,-999,LIMITED LIABILITY COMPANY,47-5709,01-5326,N6303,NURSING HOME
"{
  ""coordinates"": [
    -8.771833424499989e+01,
    3.451079246800000e+01
  ],
  ""type"": ""Point""
}",737,01429,"RUSSELLVILLE HEALTH CARE, INC.",705 NORTHEAST GANDY STREET,RUSSELLVILLE,AL,35653,NOT AVAILABLE,(256) 332-3773,NURSING HOME,OPEN,50,FRANKLIN,01059,USA,34.510792468,-87.718334245,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,50,-999,50,-999,CORPORATION,47-5071,01-5071,N3002,NURSING HOME
"{
  ""coordinates"": [
    -8.705714163499989e+01,
    3.240776699600010e+01
  ],
  ""type"": ""Point""
}",740,0177,CEDAR HILL ASSISTED LIVING FACILITY,1300 OLD ORRVILLE ROAD,SELMA,AL,36701,NOT AVAILABLE,(334) 875-1225,ASSISTED LIVING,OPEN,30,DALLAS,01047,USA,32.407766996,-87.057141635,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,30,-999,30,-999,NON-PROFIT CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D2402,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.684070919600001e+01,
    3.418133304700010e+01
  ],
  ""type"": ""Point""
}",745,01178,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, THE",401 ARNOLD STREET NORTHEAST,CULLMAN,AL,35055,NOT AVAILABLE,(256) 739-4409,NURSING HOME,OPEN,102,CULLMAN,01043,USA,34.181333047,-86.840709196,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,102,-999,102,-999,CORPORATION,47-5802,01-5437,N2206,NURSING HOME
"{
  ""coordinates"": [
    -8.814355173199991e+01,
    3.444988303600010e+01
  ],
  ""type"": ""Point""
}",747,01193,"GENERATIONS OF RED BAY, LLC",106 10TH AVENUE NORTH,RED BAY,AL,35582,NOT AVAILABLE,(256) 356-4982,NURSING HOME,OPEN,90,FRANKLIN,01059,USA,34.449883036,-88.143551732,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,90,-999,90,-999,LIMITED LIABILITY COMPANY,47-5408,01-5201,N3003,NURSING HOME
"{
  ""coordinates"": [
    -8.757893706899991e+01,
    3.323832048500000e+01
  ],
  ""type"": ""Point""
}",748,01312,MARTINVIEW ASSISTED LIVING-EAST,2011 32ND STREET,NORTHPORT,AL,35476,NOT AVAILABLE,(205) 343-7335,ASSISTED LIVING,OPEN,16,TUSCALOOSA,01125,USA,33.238320485,-87.578937069,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,P6301,ASSISTED LIVING FACILITY (SPECIALTY CARE)
"{
  ""coordinates"": [
    -8.692820646500000e+01,
    3.477920562100010e+01
  ],
  ""type"": ""Point""
}",750,01566,TRADITIONS OF ATHENS,22171 TRADITIONS WAY,ATHENS,AL,35613,NOT AVAILABLE,(256) 444-3255,ASSISTED LIVING,OPEN,80,LIMESTONE,01083,USA,34.779205621,-86.928206465,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,80,-999,80,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D4210,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.782468802299999e+01,
    3.370826564800010e+01
  ],
  ""type"": ""Point""
}",751,01174,FAYETTE MEDICAL CENTER LONG TERM CARE UNIT,"1653 TEMPLE AVENUE, NORTH",FAYETTE,AL,35555,NOT AVAILABLE,(205) 932-1183,NURSING HOME,OPEN,122,FAYETTE,01057,USA,33.708265648,-87.824688023,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,122,-999,122,-999,HEALTHCARE AUTHORITY,47-5312,01-5154,N2901,NURSING HOME
"{
  ""coordinates"": [
    -8.677487688600000e+01,
    3.406479550000010e+01
  ],
  ""type"": ""Point""
}",754,0154,MONARCH PLACE,105 MICHELLE STREET NW,HANCEVILLE,AL,35077,NOT AVAILABLE,(256) 352-3141,ASSISTED LIVING,OPEN,55,CULLMAN,01043,USA,34.0647955,-86.774876886,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,55,-999,55,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D2209,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.681010217900000e+01,
    3.365950758300000e+01
  ],
  ""type"": ""Point""
}",755,01127,COVENANT PLACE OF GARDENDALE,1409 THOMPSON CIRCLE,GARDENDALE,AL,35071,NOT AVAILABLE,(205) 531-2995,ASSISTED LIVING,OPEN,60,JEFFERSON,01073,USA,33.659507583,-86.810102179,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,60,-999,60,-999,PARTNERSHIP,NOT AVAILABLE,NOT AVAILABLE,D3775,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.788365600000000e+01,
    3.053152500000000e+01
  ],
  ""type"": ""Point""
}",756,01122,COUNTRY PLACE SENIOR LIVING OF FAIRHOPE,"8127 GAYFER ROAD, EXT.",FAIRHOPE,AL,36532,NOT AVAILABLE,(251) 929-3627,ASSISTED LIVING,OPEN,26,BALDWIN,01003,USA,30.531525,-87.883656,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,26,-999,26,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D0223,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.811829844399990e+01,
    3.069231671100000e+01
  ],
  ""type"": ""Point""
}",758,01143,"DAUPHIN WAY ASSISTED LIVING, INC.",3085 DAUPHIN SQUARE CONNECTOR,MOBILE,AL,36607,NOT AVAILABLE,(251) 450-1110,ASSISTED LIVING,OPEN,40,MOBILE,01097,USA,30.692316711,-88.118298444,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,40,-999,40,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D4983,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.678656161700000e+01,
    3.471612381700000e+01
  ],
  ""type"": ""Point""
}",759,01246,HERITAGE ASSISTED LIVING,11682 COUNTY LINE ROAD,MADISON,AL,35756,NOT AVAILABLE,(256) 325-3060,ASSISTED LIVING,OPEN,31,LIMESTONE,01083,USA,34.716123817,-86.786561617,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,https://www.heritagealmc.com/,31,-999,31,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D4209,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.820213649100000e+01,
    3.066997012300000e+01
  ],
  ""type"": ""Point""
}",760,01262,"INN ASSISTED LIVING AT SOMERBY OF WEST MOBILE, THE",901 SOMERBY DRIVE,MOBILE,AL,36695,NOT AVAILABLE,(251) 776-1455,ASSISTED LIVING,OPEN,50,MOBILE,01097,USA,30.669970123,-88.202136491,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,50,-999,50,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D4959,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.767985484400000e+01,
    3.475071172100010e+01
  ],
  ""type"": ""Point""
}",763,01347,MORNINGSIDE OF SHEFFIELD,413 COX BLVD.,SHEFFIELD,AL,35660,NOT AVAILABLE,(256) 381-1058,ASSISTED LIVING,OPEN,56,COLBERT,01033,USA,34.750711721,-87.679854844,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,56,-999,56,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D1703,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.747604645500000e+01,
    3.101658661000000e+01
  ],
  ""type"": ""Point""
}",772,0123,ATMORE NURSING CENTER,715 EAST LAUREL STREET,ATMORE,AL,36502,NOT AVAILABLE,(251) 368-9121,NURSING HOME,OPEN,100,ESCAMBIA,01053,USA,31.01658661,-87.476046455,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,100,-999,100,-999,LIMITED LIABILITY COMPANY,47-5740,01-5129,N2702,NURSING HOME
"{
  ""coordinates"": [
    -8.764216489300000e+01,
    3.485044000000000e+01
  ],
  ""type"": ""Point""
}",773,01535,THE RENAISSANCE ASSISTED LIVING,3275 COUNTY ROAD 47,FLORENCE,AL,35630,NOT AVAILABLE,(256) 740-6999,ASSISTED LIVING,OPEN,83,LAUDERDALE,01077,USA,34.85044,-87.642164893,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,https://www.pegasusseniorliving.com/communities/the-renaissance-of-florence/,83,-999,83,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D3909,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.813213559899999e+01,
    3.068664432300010e+01
  ],
  ""type"": ""Point""
}",774,01136,CROWNE HEALTH CARE OF SPRINGHILL,3712 DAUPHIN STREET,MOBILE,AL,36608,NOT AVAILABLE,(251) 304-3000,NURSING HOME,OPEN,46,MOBILE,01097,USA,30.686644323,-88.132135599,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,46,-999,46,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,01-5426,N4903,NURSING HOME
"{
  ""coordinates"": [
    -8.688765176699999e+01,
    3.336253198600010e+01
  ],
  ""type"": ""Point""
}",775,01376,OAKS ON PARKWOOD SKILLED NURSING FACILITY,2625 LAUREL OAK DRIVE,BESSEMER,AL,35022,NOT AVAILABLE,(205) 497-4570,NURSING HOME,OPEN,130,JEFFERSON,01073,USA,33.362531986,-86.887651767,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,130,-999,130,-999,LIMITED LIABILITY COMPANY,47-5540,01-5369,N3737,NURSING HOME
"{
  ""coordinates"": [
    -8.676977233799990e+01,
    3.361091310300000e+01
  ],
  ""type"": ""Point""
}",776,01361,"NORTH HILL NURSING AND REHABILITATION CENTER, LLC",200 NORTH PINE HILL ROAD,BIRMINGHAM,AL,35217,1215,(205) 452-0996,NURSING HOME,OPEN,190,JEFFERSON,01073,USA,33.610913103,-86.769772338,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,190,-999,190,-999,LIMITED LIABILITY COMPANY,150890,01-5091,N3706,NURSING HOME
"{
  ""coordinates"": [
    -8.680753066999991e+01,
    3.340610949000010e+01
  ],
  ""type"": ""Point""
}",777,01445,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",3141 OLD COLUMBIANA ROAD,BIRMINGHAM,AL,35226,NOT AVAILABLE,(205) 343-7335,NURSING HOME,OPEN,101,JEFFERSON,01073,USA,33.40610949,-86.80753067,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,101,-999,101,-999,LIMITED LIABILITY COMPANY,47-5321,01-5321,N3729,NURSING HOME
"{
  ""coordinates"": [
    -8.820056778700000e+01,
    3.064175257900010e+01
  ],
  ""type"": ""Point""
}",781,0164,BROOKSIDE ASSISTED LIVING COMMUNITY,"2260 PESNELL COURT, BUILDING #1",MOBILE,AL,36695,NOT AVAILABLE,(251) 633-9299,ASSISTED LIVING,OPEN,32,MOBILE,01097,USA,30.641752579,-88.200567787,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,http://www.livingatbrookside.com/,32,-999,32,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D4945,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.788823022299989e+01,
    3.060422211300000e+01
  ],
  ""type"": ""Point""
}",783,01185,GARDENS OF DAPHNE,1307 DAPHNE AVENUE,DAPHNE,AL,36526,NOT AVAILABLE,(251) 625-0802,ASSISTED LIVING,OPEN,16,BALDWIN,01003,USA,30.604222113,-87.888230223,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D0215,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.707232214600000e+01,
    3.111932282500000e+01
  ],
  ""type"": ""Point""
}",787,01538,COUNTRY PLACE SENIOR LIVING OF BREWTON,905 BELLEVILLE AVENUE,BREWTON,AL,36426,NOT AVAILABLE,(251) 809-3550,ASSISTED LIVING,OPEN,28,ESCAMBIA,01053,USA,31.119322825,-87.072322146,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,28,-999,28,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,D2705,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.770575599999999e+01,
    3.056318000000000e+01
  ],
  ""type"": ""Point""
}",789,01423,ROBERTSDALE REHABILITATION & HEALTHCARE CENTER,18700 U S HIGHWAY 90,ROBERTSDALE,AL,36567,3271,(205) 617-8555,NURSING HOME,OPEN,152,BALDWIN,01003,USA,30.56318,-87.705756,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,152,-999,152,-999,CORPORATION,47-5807,01-5443,N0209,NURSING HOME
"{
  ""coordinates"": [
    -8.678542819599990e+01,
    3.338981764300010e+01
  ],
  ""type"": ""Point""
}",791,01117,COUNTRY COTTAGE-OAKLEAF,4000 GREENWOOD DRIVE,HOOVER,AL,35216,NOT AVAILABLE,(205) 987-0847,ASSISTED LIVING,OPEN,16,JEFFERSON,01073,USA,33.389817643,-86.785428196,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D3709,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.751430447900000e+01,
    3.319913850900010e+01
  ],
  ""type"": ""Point""
}",792,01129,CRIMSON VILLAGE,1410 18TH AVENUE EAST,TUSCALOOSA,AL,35404,NOT AVAILABLE,(205) 632-6699,ASSISTED LIVING,OPEN,78,TUSCALOOSA,01125,USA,33.199138509,-87.514304479,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,78,-999,78,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D6318,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.769047704099999e+01,
    3.043354184200010e+01
  ],
  ""type"": ""Point""
}",793,01298,"LIVEOAK VILLAGE, LLC",2300 NORTH CEDAR STREET,FOLEY,AL,36535,NOT AVAILABLE,(251) 943-6733,ASSISTED LIVING,OPEN,81,BALDWIN,01003,USA,30.433541842,-87.690477041,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,81,-999,81,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D0208,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.748008682600000e+01,
    3.102167520300000e+01
  ],
  ""type"": ""Point""
}",794,01325,"MEADOWS, THE",202 MEDICAL PARK DRIVE,ATMORE,AL,36502,NOT AVAILABLE,(251) 446-9317,ASSISTED LIVING,OPEN,16,ESCAMBIA,01053,USA,31.021675203,-87.480086826,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,https://crownehealthcare.com/living-and-care/assisted-living/the-meadows-of-atmore/,16,-999,16,-999,LIMITED LIABILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,D2703,ASSISTED LIVING FACILITY
"{
  ""coordinates"": [
    -8.773687755299990e+01,
    3.193130987500010e+01
  ],
  ""type"": ""Point""
}",798,01479,CROWNE HEALTH CARE OF THOMASVILLE,1425 MOSLEY DRIVE,THOMASVILLE,AL,36784,NOT AVAILABLE,(334) 636-5614,NURSING HOME,OPEN,80,CLARKE,01025,USA,31.931309875,-87.736877553,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,80,-999,80,-999,NON-PROFIT CORPORATION,47-5439,01-5220,N1302,NURSING HOME
"{
  ""coordinates"": [
    -8.807387708800000e+01,
    3.071729054000010e+01
  ],
  ""type"": ""Point""
}",799,01485,TWIN OAKS REHABILITATION & HEALTHCARE CENTER,857 CRAWFORD LANE,MOBILE,AL,36617,3877,(251) 476-3420,NURSING HOME,OPEN,131,MOBILE,01097,USA,30.71729054,-88.073877088,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,131,-999,131,-999,LIMITED LIABILITY COMPANY,47-5080,01-5211,N4910,NURSING HOME
"{
  ""coordinates"": [
    -8.790540616100000e+01,
    3.052044902800000e+01
  ],
  ""type"": ""Point""
}",800,01169,FAIRHOPE HEALTH AND REHAB,108 SOUTH CHURCH STREET,FAIRHOPE,AL,36533,NOT AVAILABLE,(251) 928-2153,NURSING HOME,OPEN,131,BALDWIN,01003,USA,30.520449028,-87.905406161,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,131,-999,131,-999,LIMITED LIABILITY COMPANY,211538,01-5222,N0201,NURSING HOME
"{
  ""coordinates"": [
    -8.790410836300001e+01,
    3.066721890300000e+01
  ],
  ""type"": ""Point""
}",802,01569,WILLOWBROOKE COURT SKILLED CARE CENTER AT WESTMINSTER VILLAGE,500 SPANISH FORT BOULEVARD,SPANISH FORT,AL,36527,NOT AVAILABLE,(251) 626-7007,NURSING HOME,OPEN,60,BALDWIN,01003,USA,30.667218903,-87.904108363,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,60,-999,60,-999,NON-PROFIT CORPORATION,NOT AVAILABLE,01-5381,N0205,NURSING HOME
"{
  ""coordinates"": [
    -8.778045406000000e+01,
    3.086160980900010e+01
  ],
  ""type"": ""Point""
}",803,01512,WILLIAM F. GREEN STATE VETERANS HOME,300 FAULKNER DRIVE,BAY MINETTE,AL,36507,NOT AVAILABLE,(251) 937-9881,NURSING HOME,OPEN,150,BALDWIN,01003,USA,30.861609809,-87.78045406,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,150,-999,150,-999,CORPORATION,NOT AVAILABLE,NOT AVAILABLE,N0207,NURSING HOME
"{
  ""coordinates"": [
    -8.811986000000000e+01,
    3.069233510600000e+01
  ],
  ""type"": ""Point""
}",805,01388,"PALM GARDENS HEALTH AND REHABILITATION, LLC",3104 DAUPHIN SQUARE CONNECTOR,MOBILE,AL,36607,NOT AVAILABLE,(205) 343-7335,NURSING HOME,OPEN,100,MOBILE,01097,USA,30.692335106,-88.11986,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),https://www.alabamapublichealth.gov/providerstandards/,6/5/2021,IMAGERY/OTHER,6/5/2021,NOT AVAILABLE,100,-999,100,-999,LIMITED LIABILITY COMPANY,47-5214,01-5403,N4906,NURSING HOME
